id	entry	ipa	pos	definition	example_sent	scientific_name	wiki_link	pic_link	comment	audio	created_at	marked
3743	okiwa (vrt. akiwa kiwa)	okiwa	LEX	capivara; variedade de inseto das margens dos rio							13/04/2026	
3744	okiwarewu (kiwaˈɾewu)	okiwaɾew	LEX	rato							13/04/2026	
3745	okiwoe (pl. de okiwa)	okiwoe	LEX	capivara							13/04/2026	
3746	okiwoe etaria	okiwoe etaɾia	LEX	tipo de panela grande de barro							13/04/2026	
3747	oko1	oko	LEX	amora							13/04/2026	
3748	okó1	okó	LEX	arenito, usado para alizar arcos, flechas e outros artefato							13/04/2026	
3749	oko2	oko	LEX	mistura, desordem; estar misturado							13/04/2026	
3750	okó2	okó	LEX	variedade de cará comestível							13/04/2026	
3751	okodo	oˈkodːʌ	LEX	misturar, desordenar							13/04/2026	
3752	okodu	oˈkodːɯ	LEX	mistura							13/04/2026	
3753	okoge (koge)	okoge	LEX	designação genérica do dourado (peixe que se encontra exclusivamente na bacia platina							13/04/2026	
3754	okoge bakororo	okoge bakoɾoɾo	LEX	dourado listrado (peixe							13/04/2026	
3755	okoge joku	okoge dʒoku	LEX	aldebarã, estrela da constelação de Touro							13/04/2026	
3756	okorai (ekorai jokorai)	okoɾai	POSP	frente a							13/04/2026	
3757	okori	oˈkoɾi	LEX	ferida, dor	boe korire ji = ele sente dor.						13/04/2026	
3758	oku (eku joku)	oku	LEX	olho	muga joku mugure to nregedu kelje =  mãe tem olho par a crinça.						13/04/2026	
3759	oku (óku)	oku	LEX	flor							13/04/2026	
3760	okudu1	okudːɯ	ADV	em vão, inutilmente							13/04/2026	
3761	okudu2	okudːɯ	LEX	pranto acompanhado de gritos, pranto ritual; compaixão, dor; ter dor, ter compaixão							13/04/2026	
3762	okududo1	okuˈdːudːʌ	LEX	fazer chorar em grito							13/04/2026	
3763	okududo2	okuˈdːudːʌ	LEX	fazer inutilmente, fazer em vão							13/04/2026	
3764	okudugodu	okuduˈgodːɯ	LEX	ter compaixão, ter dor							13/04/2026	
3765	okudurewu	okuduˈɾew	S	aquele que chora gritando; aquele que tem compaixão							13/04/2026	
3766	okura ra	okuɾa ɾa	LEX	osso maxilar inferior, osso do queixo							13/04/2026	
3767	okura1	oˈkuɾa	LEX	região do rosto correspondente ao maxilar inferior, mento, queixo							13/04/2026	
3768	okura2	oˈkuɾa	LEX	zigoma, pômulo, osso malar, maçã do rosto							13/04/2026	
3769	okureboe	okuˈɾeboe	LEX	flor							13/04/2026	
3770	okurodu (kurodu)	okuɾodu	LEX	madurar							13/04/2026	
3771	okwa bu	okwa bu	LEX	bigode, barba							13/04/2026	
3772	okwa cobojewu	okwa tʃobodʒewu	LEX	lábio superior							13/04/2026	
3773	okwa jakurirewu	okwa dʒakuɾiɾew	S	variedade de abelha							13/04/2026	
3774	okwa pudo	okwa pudo	VC	dobrar							13/04/2026	
3775	okwa ra	okwa ɾa	LEX	maxilar							13/04/2026	
3776	okwa ra (okwa rawuje)	okwa ɾa	LEX	silenciar, calar							13/04/2026	
3777	okwa ra cobojewu	okwa ɾa tʃobodʒewu	LEX	maxilar superior							13/04/2026	
3778	okwabi	okwabi	LEX	beijo, beijar							13/04/2026	true
3779	okwabia	okwabia	LEX	bagaço que se forma ao mastigar certos alimento							13/04/2026	
3780	okwabiado	okwabiadːʌ	LEX	chupar, sugar							13/04/2026	
3781	okwabiarewu	okwabiaˈɾew	S	aquele que chupa algo							13/04/2026	
3782	okwabida	okwaˈbidːa	LEX	lugar de lambida, coisa que se lambe, guardanapo							13/04/2026	
3783	okwabora	okwaˈboɾa	LEX	trançado							13/04/2026	
3784	okwaboro	okwaˈboɾo	LEX	buraco do lábio							13/04/2026	
3785	okwabu	oˈkwabu	LEX	conselho, reunião, ajuntamento							13/04/2026	
3786	okwabudu	okwaˈbudːɯ	LEX	conselho, reunião, ajuntamento							13/04/2026	
3787	okwabudurewu1	okwabuduˈɾew	S	conselheiro, aquilo que se reuniu							13/04/2026	
3788	okwabudurewu2	okwabuˈɾew	LEX	o barbado							13/04/2026	
3789	okwadago	okwadago	VC	fazer repreender							13/04/2026	
3790	okwadagodu	okwadaˈgodːɯ	LEX	repreensão; repreender							13/04/2026	
3791	okwadagodurewu	okwadagoduˈɾew	S	aquele que repreende							13/04/2026	
3792	okwadawu (okwa tadawu)	okwadawu	LEX	labrete							13/04/2026	
3793	okwado	okwadːʌ	LEX	acabar, perder, ocultar, esconder							13/04/2026	
3794	okwadodu	okwaˈdːodːɯ	PPASS	acabado, perdido, oculto, escondido							13/04/2026	
3795	okwadurigi	okwaduɾigi	LEX	bocejo; bocejar							13/04/2026	
3796	okwadurigido	okwaduɾigidːʌ	LEX	bocejar							13/04/2026	
3797	okwadurigigodu	okwaduɾigiˈgodːɯ	LEX	bocejar							13/04/2026	
3798	okwadurigirewu	okwaduɾigiˈɾew	S	aquele que boceja							13/04/2026	
3799	okwage kuri	okwage kuɾi	LEX	comilão, guloso							13/04/2026	
3800	okwageda	okwagedːa	LEX	lugar onde se come, refeitório							13/04/2026	
3801	okwagedo	okwagedːʌ	VC	fazer comer, alimentar							13/04/2026	
3802	okwagerewu	okwageˈɾew	S	aquele que come							13/04/2026	
3803	okwagigi	okwagigi	LEX	sorriso, sorrir							13/04/2026	
3804	okwagigido	okwagigidːʌ	VC	fazer sorrir							13/04/2026	
3805	okwagigirewu	okwagigiˈɾew	S	aquele que sorri							13/04/2026	
3806	okwagiri	okwaˈgiɾi	LEX	amamentação, mamar							13/04/2026	
3807	okwagirido	okwagiɾidːʌ	LEX	amamentar							13/04/2026	
3808	okwagiridodu	okwagiɾiˈdːodːɯ	LEX	amamentado							13/04/2026	
3809	okwagirirewu	okwagiɾiˈɾew	S	aquele que mama							13/04/2026	
3810	okwagodu	okwaˈgodːɯ	LEX	morte iminente; estar para morrer							13/04/2026	
3811	okwaguru	okwaguɾu	LEX	praga, maldição, pedido							13/04/2026	
3812	okwagurudo	okwaguɾudːʌ	LEX	rogar pragas, amaldiçoar, pedir							13/04/2026	
3813	okwagurugodu	okwaguɾuˈgodːɯ	LEX	praga, pedido; rogar praga							13/04/2026	
3814	okwagurugodurewu	okwaguɾugoduˈɾew	S	aquele que roga pragas, aquele que pede							13/04/2026	
3815	okwagururewu	okwaguɾuˈɾew	S	aquele que roga pragas, aquele que pede							13/04/2026	
3816	okwairu	okwaiɾu	LEX	gulodice; informação, relato							13/04/2026	
3817	okwairudo	okwairudːo	LEX	fazer gula; informar, relatar							13/04/2026	
3818	okwairudo	okwaiɾudːʌ	VC	fazer gula; informar, relatar							13/04/2026	
3819	okwairurewu	okwaiɾuˈɾew	S	o guloso, o que informa, o que relata							13/04/2026	
3820	okwajodo	okwadʒodːʌ	LEX	chupada, chupar; tratamento de cura feito pelo bari; ou pelo aroe etawara are;							13/04/2026	
3821	okwakiari	okwakiaɾi	LEX	o que não gosta de falar							13/04/2026	
3822	okwakido	okwakidːʌ	LEX	falador, tagarela; não-indígena							13/04/2026	
3823	okwakidu	okwakidːɯ	LEX	egoísmo, ambição, retraimento, reserva							13/04/2026	
3824	okwakidudoge	okwakidːodːɯge		forma antiga para designar o homem branco							13/04/2026	
3825	okwakidurewu	okwakiduˈɾew	S	o egoísta, o retraído, o reservado							13/04/2026	
3826	okwakori	okwakoɾi	LEX	altercar, discutir, brigar de palavra, murmurar							13/04/2026	
3827	okwakowodu	okwakowodːɯ	LEX	insistência; insistir							13/04/2026	
3828	okwakowodudo	okwakowodːudːʌ	LEX	insistir							13/04/2026	
3829	okwakowodurewu	okwakowoduˈɾew	S	aquele que insiste							13/04/2026	
3830	okwakugu	okwakugu	LEX	comer alguma coisa ensopada em algum líquido							13/04/2026	
3831	okwakuridodu	okwakuɾiˈdːodːɯ	LEX	grito, pedido com grito							13/04/2026	
3832	okwamaguda	okwamagudːa	LEX	pedido, súplica; pedir, suplicar, rezar, orar							13/04/2026	
3833	okwamagudu	okwamagudːɯ	LEX	pedido, súplica							13/04/2026	
3834	okwamagudurewu	okwamagudːɯˈɾew	S	aquele que pede, que suplica							13/04/2026	
3835	okwamie	okwamie	LEX	faixa íntima das mulheres usada durante o puerpério; pequeno tapete preto destinado a receber a criança recém nascida							13/04/2026	
3836	okwamotodoge	okwamotodoge	LEX	abelha (espécie)							13/04/2026	
3837	okwamu	okwamːu	LEX	sopro, soprar							13/04/2026	true
3838	okwamu i	okwamu i	LEX	jequitibá							13/04/2026	
3839	okwamudoge aroe	okwamudoge aɾoe	LEX	uma representação ritual e seus atores							13/04/2026	
3840	okwamudu	okwamudːɯ	LEX	sopro; soprar							13/04/2026	
3841	okwamududo	okwamudːudːʌ	VC	fazer soprar							13/04/2026	
3842	okwamudurewu	okwamuduˈɾew	S	aquele que sopra							13/04/2026	
3843	okwamuwu	okwamuwu	LEX	lábio inferior							13/04/2026	
3844	okwapagado	okwapagadːʌ	VC	experimento, degustação, experiência, prova; provar, degustar							13/04/2026	
3845	okwapagarewu	okwapagaˈɾew	S	o que prova, o que degusta, o que experimenta							13/04/2026	
3846	okwapegado (togwapegado)	okwapegado	LEX	falar mal, maldizer, jogar praga							13/04/2026	
3847	okwareboe	okwaɾeboe	LEX	coisa transitória; acontecimento de breve duração, coisa que logo desaparece, caduco							13/04/2026	
3848	okwarewu	okwaˈɾew	S	o ausente, o finado, o perdido							13/04/2026	
3849	okwari1	okwaɾi	ADV	sempre							13/04/2026	
3850	okwari2	okwaɾi	LEX	riso, pedido, oferta; rir, pedir, ofertar							13/04/2026	
3851	okwarido	okwaɾidːʌ	VC	fazer rir, fazer pedir, oferecer aos espírito							13/04/2026	
3852	okwaridodu	okwaɾiˈdːodːɯ	PPASS	feito rir, feito pedir, feito oferecer							13/04/2026	
3853	okwarigodu	okwaɾiˈgodːɯ	LEX	sorriso; sorrir	akogwarigodu pagakaba = não ria a toa						13/04/2026	
3854	okwarigodurewu	okwaɾigoduˈɾew	S	aquele que sorri; bandido, ladrão							13/04/2026	
3855	okwarigudu	okwaɾigudːɯ	LEX	mentira; mentir							13/04/2026	
3856	okwarigudurewu	okwaɾigudːɯˈɾew	S	o mentiroso, malandro							13/04/2026	
3857	okwarirewu	okwaɾiˈɾew	S	aquele que ri; alimento oferecido aos espíritos pelo bari							13/04/2026	
3858	bokwaro	okwaɾo	LEX	vapor aquoso, neblina, cerração							13/04/2026	true
3859	okwarodae	okwaɾodae	LEX	condimento, mistura (de comida							13/04/2026	
3860	okwaru	okwaɾu	LEX	tatpeba							13/04/2026	
3861	okwatorudo	okwatoɾudːʌ	LEX	engrossar							13/04/2026	
3862	okwatugu	okwaˈtugu	LEX	doação expontânea, doação delicada; doar, oferecer							13/04/2026	
3863	omogo	oˈmogo	LEX	genitais feminino							13/04/2026	
3864	omori	oˈmoɾi	LEX	ponta estragada, ponta gasta							13/04/2026	
3865	omuwu	oˈmuwu	LEX	dente do maxilar inferior							13/04/2026	
3866	ona	onːa	ADV	inutilmente, em vão, à toa, antes, demai							13/04/2026	
3867	ona (vrt. ana)	ona	LEX	lado, desejo, vingança, inimizade; ser inimigo, perseguir							13/04/2026	
3868	ona tu je	ona tu dʒːe	ADV	mesmo inútil, mesmo em vão, mesmo à toa							13/04/2026	
3869	onaboe	onaboe	LEX	coisa inútil							13/04/2026	
3870	onado	onadːʌ	LEX	colocar uma coisa antes de outra; acudir, amparar							13/04/2026	
3871	onagodu	onaˈgodːɯ	LEX	corresponder, pertencer, ter direito a, ser dono de	Inagu arigao onagodu! = Meu cachorro está aprendendo a caçar!						13/04/2026	
3872	onaguru	onaguɾu	LEX	lado brilhante, superfície							13/04/2026	
3873	onaji	onadʒːi	POSP	juntamente, um atrás do outro							13/04/2026	
3874	onaji	onadʒi	POSP	juntamente, um depois do outro							13/04/2026	
3875	onarege (pl. de onaregedu)	onaɾege	LEX	filhoÉ pouco usado: u   LEXse mais ore							13/04/2026	
3876	onaregedu (pl. ore, onarege)	onaɾeˈgedːɯ	LEX	filho, filha, menino, menina, criança, boneca; cacho novo de palmeira							13/04/2026	
3877	onaregedu ba	onaɾeˈgedːɯ ba	LEX	tipo de brinquedo							13/04/2026	
3878	onarewu	onaˈɾew	S	coisa inútil, coisa à toa; contrário							13/04/2026	
3879	onari	onaɾi	LEX	acatamento							13/04/2026	
3880	onarido	onaˈɾidːʌ	LEX	acatar							13/04/2026	
3881	oogo	oˈogo	LEX	aspereza, escabrosidade							13/04/2026	
3882	oogodo	ooˈgodːʌ	VC	fazer áspero, tornar áspero							13/04/2026	
3883	oogodu	ooˈgodːɯ	LEX	aspereza, escabrosidade							13/04/2026	
3884	oogodurewu	oogoduˈɾew	LEX	o áspero, o escabroso							13/04/2026	
3885	oogoga	oogoga	LEX	lugar arenoso onde as aves costumam revirar-se							13/04/2026	
3886	oogoreboe	oogoɾeboe	LEX	lixa							13/04/2026	
3887	oogorewu	oogoˈɾew	LEX	o áspero, o escabroso							13/04/2026	
3888	opo (upo)	opo	LEX	fundo, monte de objetos, feixe, embrulho (ver upo)							13/04/2026	
3889	opo (upo)	opo	LEX	fundo, monte de objetos, feixe							13/04/2026	
3890	opodo (upodo)	opodo	LEX	amontoar, fazer feixe, juntar							13/04/2026	
3891	opudare	opuˈdaɾe	LEX	agonia, agonizante							13/04/2026	
3892	opudaredo	opudaˈɾedːʌ	VC	fazer agonizar, matar							13/04/2026	
3893	opudarerewu	opudaɾeˈɾew	S	o agonizante							13/04/2026	
3894	opudu	oˈpudːɯ	LEX	soluço, soluçar	muga opugudure =  mãe soluçou						13/04/2026	
3895	opududo	opuˈdːudːʌ	VC	fazer soluçar							13/04/2026	
3896	opudurewu	opuduˈɾew	S	aquele que soluça							13/04/2026	
3897	ora paru	oɾa paɾu	LEX	articulação dos maxilar							13/04/2026	
3898	oragudu (aragudu)	oɾagudːɯ	LEX	pranto, choro; chorar							13/04/2026	
3899	oragududo	oɾagudːudːʌ	VC	fazer chorar							13/04/2026	
3900	oragudugodu	oɾagudːɯˈgodːɯ	LEX	choro incipiente; começar a chorar							13/04/2026	
3901	oragudugodurewu	oɾagudːɯgoduˈɾew	S	aquele que começa a chorar							13/04/2026	
3902	oragudurewu	oɾagudːɯˈɾew	S	aquele que chora							13/04/2026	
3903	orare (pl. de orari)	oɾaɾe	LEX	peixes pintado	ioga ure orari bito = meu pai matou pintado						13/04/2026	
3904	orari	oɾaɾi	LEX	peixe pintado; variedade de centopéia							13/04/2026	
3905	orarije	oɾaˈɾidʒːe	LEX	variedade de surubim (peixe)							13/04/2026	
3906	ore1	ˈoɾe	LEX	periquito estrela							13/04/2026	
3907	ore2	oɾe2	LEX	filho							13/04/2026	
3908	orea	oˈɾea	S	axila; enrolamento							13/04/2026	
3909	orea baru	oɾea baɾu	LEX	fundo da axila							13/04/2026	
3910	oreado	oɾeˈadːʌ	VC	enrolar							13/04/2026	
3911	oreadodu	oɾeaˈdːodːɯ	PPASS	enrolado							13/04/2026	
3912	oreadodurewu	oɾeaˈdːodːɯˈɾew	S	o enrolado							13/04/2026	
3913	oreagaga	oɾeagaga	LEX	abertura dos braços em sinal de alegria; abrir os braços em sinal de alegria							13/04/2026	
3914	oreagagado	oɾeagagadːʌ	VC	fazer abrir os braços em sinal de alegria							13/04/2026	
3915	oreagagarewu	oɾeagagaˈɾew	S	aquele que abre os braços em sinal de alegria							13/04/2026	
3916	orearewu	oɾeaˈɾew	S	o enrolado							13/04/2026	
3917	orebaru	oɾebaɾu	LEX	tipo de brinquedo							13/04/2026	
3918	oredu	oɾedːɯ	LEX	esposo, marido							13/04/2026	true
3919	oreduje	oɾedudʒːe	LEX	esposa, mulher							13/04/2026	
3920	ori	oɾi	LEX	anpreto							13/04/2026	
3921	origi	oˈɾigi	LEX	coco seco ainda inteiro							13/04/2026	
3922	oro	ˈoɾo	LEX	filho, filhote, cria; broto de palmeira							13/04/2026	
3923	orodo	oˈɾodːʌ	LEX	mexer-se, deslocar-se, afastar-se							13/04/2026	
3924	orodu	oˈɾodːɯ	LEX	queda expontânea, queda de frutas, corrida de um líquido; consentimento, obediência; cair espontaneamente, correr de um líquido, consentir, obedecer							13/04/2026	
3925	orodudo	oɾoˈdːudːʌ	VC	fazer escorrer; fazer consentir, fazer obedecer							13/04/2026	
3926	orodurewu	oɾoduˈɾew	S	aquilo que cai espontaneamente, que escorre; que consente, que obedece							13/04/2026	
3927	oroe	oɾoe	LEX	enfeites, pertence							13/04/2026	true
3928	orogu	oˈɾogu	LEX	veadcampeiro (tem chifres)							13/04/2026	
3929	orogu biri	oɾogu biɾi	LEX	pele de veado que serve de tapete, para sentar ou dormir							13/04/2026	
3930	oroguge (roguge)	oɾoguge	LEX	formigas içá ou carregadeira: tocanguira							13/04/2026	
3931	orori (rori)	oɾoɾi	LEX	cobertura, cobrir							13/04/2026	
3932	ororido (rorido)	oɾoɾido	LEX	cobrir, estender							13/04/2026	
3933	ororireboe	oɾoɾiɾeboe	LEX	o que serve para cobrir							13/04/2026	
3934	Orowaribo (oraribo)	Oɾowaɾibo	LEX	água, rio; água dos dourados; designação do rio Paraguau, do rio São Lourenço, de qualquer rio ou lagoa, principalmente na linguagem ritual; designação de um certo espírito							13/04/2026	
3935	Orowaribo kurirewu	Oɾowaɾibo kuɾiɾew	S	r Araguaia							13/04/2026	
3936	otai (vrt. tói)	otai	LEX	pipio, angústia							13/04/2026	
3937	otaido	otaidːʌ	VC	fazer pipiar, angustiar							13/04/2026	
3938	otaigodu	otaiˈgodːɯ	LEX	pipio, angústia							13/04/2026	
3939	otaigodudo	otaigodːudːʌ	VC	fazer pipiar, angustiar							13/04/2026	
3940	otaigodurewu	otaigoduˈɾew	S	aquele que pipia, o angustiado							13/04/2026	
3941	otairewu	otaiˈɾew	S	aquele que pipia, o angustiado							13/04/2026	
3942	otaro	otaɾo	LEX	espuma							13/04/2026	
3943	oto	ˈɔtɔ	LEX	bico, ponta, espinho, cume							13/04/2026	
3944	oto kuguri	oto kuguɾi	LEX	variedade de macaíba							13/04/2026	
3945	oto pa	oto pa	LEX	fim, término, final							13/04/2026	
3946	oto tadawu	oto tadawu	LEX	tipo de ponta de flecha							13/04/2026	
3947	otobare	otobaɾe	LEX	ponta grossa							13/04/2026	
3948	otobarewu	otobaˈɾew	LEX	o de ponta grossa							13/04/2026	
3949	otobaro1	otobaɾo	LEX	arapapá		Cochlearius cochlearius	https://pt.wikipedia.org/wiki/Arapapá	https://upload.wikimedia.org/wikipedia/commons/4/46/Cochlearius_cochleariaPCCA20071227-8443B.jpg			13/04/2026	
3950	otobaro2	otobaɾo	LEX	gancho							13/04/2026	
3951	otobarodo	otobaɾodːʌ	VC	fazer um gancho, dobrar em gancho							13/04/2026	
3952	otobarorewu	otobaɾoˈɾew	LEX	o provido de gancho							13/04/2026	
3953	otobiji	otobidʒːi	POSP	depois							13/04/2026	
3954	otobijiwu	otobidʒiwu	LEX	posterior, descendente							13/04/2026	
3955	otobora	otoboɾa	LEX	término, remate, borda, trama, trança							13/04/2026	
3956	otoborado	otoboɾadːʌ	LEX	rematar, terminar, bordar, trançar							13/04/2026	
3957	otoborarewu	otoboɾaˈɾew	LEX	o rematado, o terminado, o bordado							13/04/2026	
3958	otoboro	otoboɾo	LEX	semaberto							13/04/2026	
3959	otodo	otodːʌ	LEX	apontar, aguçar							13/04/2026	
3960	otogajeje	otogadʒedʒːe	POSP	diante, em frente, em presença de, pela frente de							13/04/2026	
3961	otogara	otogaɾa	LEX	antebraço, parte frontal da asa							13/04/2026	
3962	otogara ra	otogaɾa ɾa	LEX	esqueleto do antebraço							13/04/2026	
3963	otogara ra biegarewu	otogaɾa ɾa biegaɾew	S	rádio (osso)			https://pt.wikipedia.org/wiki/Rádio_(osso)	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Illu_upper_extremity.svg/langpt-500px-Illu_upper_extremity.svg.png			13/04/2026	
3964	otogara ra kurirewu	otogaɾa ɾa kuɾiɾew	S	cúbito ou ulna (osso)			https://pt.wikipedia.org/wiki/Ulna	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Illu_upper_extremity.svg/langpt-500px-Illu_upper_extremity.svg.png			13/04/2026	
3965	otogodu	otoˈgodːɯ	VC	manha, capricho; fazer manha, fazer capricho							13/04/2026	
3966	otogodudo	otogodːudːʌ	VC	fazer ser manhoso							13/04/2026	
3967	otogodurewu	otogodːuˈɾew	S	o manhoso, o caprichoso							13/04/2026	
3968	otogudu	otogudːɯ	LEX	bicada, picada, bicar, picar							13/04/2026	
3969	otogududo	otogudːudːʌ	VC	fazer bicar, fazer picar							13/04/2026	
3970	otogudureboe	otogudːɯɾeboe	LEX	nome genérico de insetos que picam, hematófago							13/04/2026	
3971	otoguru (todoguru)	otoguɾu	LEX	saliva, cuspe, escarro, gota de chuva							13/04/2026	
3972	otoi	otoi	POSP	diante, em frente, adiante							13/04/2026	
3973	otoibo	otoibo	LEX	obtusidade							13/04/2026	
3974	otoibodo	otoibodːʌ	VC	fazer obtuso, virar uma ponta							13/04/2026	
3975	otoiborewu	otoiboˈɾew	LEX	o obtuso, o despontado							13/04/2026	
3976	otojeto	otodʒeto	VC	acender	muga pega uke mea otojeto = cender cigarro da vovó.						13/04/2026	
3977	otojetodu	otodʒetodu	PPAS	aceso							13/04/2026	
3978	otojetodurewu	otodʒetoduˈɾew	S	o aceso							13/04/2026	
3979	otokodu	otokodːɯ	S	miolo de certos frutos ou vegetais que têm caroço central; resto de comida que fica na parede da panela							13/04/2026	
3980	otomu (todomu)	otomu	LEX	abraço, abraçar							13/04/2026	
3981	otomudu	otomudːɯ	LEX	abraço, abraçar							13/04/2026	
3982	otomudurewu	otomuduˈɾew	S	aquele que abraça							13/04/2026	
3983	otoraga (otoˈroga)	otoɾaga	LEX	afastamento, retirada, cuidado, atenção; penitência, jejum, sacrifício							13/04/2026	
3984	otoragado	otoɾoˈgado	VC	fazer cuidar, fazer penitência							13/04/2026	
3985	otoragarewu	otoɾagaˈɾew	S	aquele que cuida, que atende							13/04/2026	
3986	otorigi	otoˈɾigi	LEX	o ponto mais alto, aresta							13/04/2026	
3987	otorodu	otoˈɾodːɯ	LEX	montículo							13/04/2026	
3988	otorodudo	otoɾoˈdːudːʌ	LEX	amontoar							13/04/2026	
3989	otorodurewu	otoɾoduˈɾew	S	o amontoado							13/04/2026	
3990	ototori ekurewu	ototoɾi ekuɾew	S	pintassilgo		Spinus magellanicus	https://pt.wikipedia.org/wiki/Pintassilgo	https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Gold_Finch.jpg/500px-Gold_Finch.jpg			13/04/2026	
3991	otowi	otowi	LEX	lentidão							13/04/2026	
3992	otowido	otowidːʌ	VC	fazer com lentidão							13/04/2026	
3993	otowirewu	otowiˈɾew	S	o lento, o vagaroso							13/04/2026	
3994	otowu	otowu	LEX	designação de vários graus de parentesco; cunhado							13/04/2026	
3995	otowubo	otowubo	VT	levantamento, levantar							13/04/2026	
3996	otowubodu	otowuˈbodːɯ	LEX	levantamento							13/04/2026	
3997	otowubodudo	otowuboˈdudːʌ	VC	fazer levantar							13/04/2026	
3998	otowubodurewu	otowuboduˈɾew	S	o que foi levantado							13/04/2026	
3999	otowuborewu	otowuboˈɾew	S	levantado							13/04/2026	
4000	owearido	oweaˈɾidːʌ	VC	fazer vomitar							13/04/2026	
4001	owó	owó	INTJ	forma forma que indica maravilha, agradecimento							13/04/2026	
4002	pa	pa	VT	perceber, conhecer, entender					Ver pawuje.		13/04/2026	
4003	pa?	pa	ADV	onde está?, cadê?							13/04/2026	
4004	pa=	pa	IP	índice preso de 1PLINCL nós; nos; nosso, nossa, nossos, nossa Inclui o(s) ouvinte(s)							13/04/2026	
4005	pabogo	paˈbogo	LEX	veado mateiro ou veado pardo		Mazama americana	https://pt.wikipedia.org/wiki/Veado-mateiro	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Mazama_americana_258757794.jpg/960px-Mazama_americana_258757794.jpg			13/04/2026	
4006	padado	paˈdadːʌ	LEX	colocar isca numa armadilha							13/04/2026	
4007	padagí (padagu i)	padagi	LEX	pateiro, árvore da floresta		gênero Couepia	https://pt.wikipedia.org/wiki/Couepia	https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Couepia_grandiflora_1_João_de_Deus_Medeiros.jpg/560px-Couepia_grandiflora_1_João_de_Deus_Medeiros.jpg			13/04/2026	
4008	padagu	paˈdagu	LEX	fruta de pateiro							13/04/2026	
4009	padaro	paˈdaɾo	LEX	espuma dos rio							13/04/2026	
4010	padarogwa	padaˈɾogwa	LEX	beleza, pintura							13/04/2026	
4011	padarogwarewu	padaɾogwaˈɾew	LEX	o belo, o pintado, o bem ornado							13/04/2026	
4012	padodu	paˈdːodːɯ	PPASS	colocado							13/04/2026	
4013	padu	ˈpadːɯ	LEX	estar, ficar, estar deitado							13/04/2026	
4014	padudo (pado)	padːodːɯ	LEX	fazer deitar, colocar deitada alguma coisa							13/04/2026	
4015	padudodu	paduˈdːodːɯ	PPASS	colocado deitado, feito deitar							13/04/2026	
4016	padurewu	paduˈɾew	S	o deitado							13/04/2026	
4017	paga inodu	paga inodːɯ	ADV	sem perceber							13/04/2026	
4018	paga1	ˈpaga	LEX	córrego, riacho	cere pagado pagarogu boe kajeje = fomos atravessando alguns correguinhos.						13/04/2026	
4019	paga₂	ˈpaga	LEX	espera; esperar							13/04/2026	
4020	paga3	ˈpaga	LEX	mentira, engano, inutilidade, a toa	amugu pagakaba! = não fique à toa!						13/04/2026	
4021	pagado1	pagadːʌ	LEX	atravessar um curso d'água, um terreno							13/04/2026	
4022	pagado2	pagadːʌ	LEX	experimentar							13/04/2026	
4023	pagadoda	pagadodːa	LEX	lugar onde se espera; lugar onde se atravessa, vão							13/04/2026	
4024	pagadodu1	pagaˈdːodːɯ	PPASS	feito esperar, experimentado, atravessado							13/04/2026	
4025	pagadodu2	pagaˈgodːɯ	LEX	espera iminente, travessia iminente							13/04/2026	
4026	pagagodurewu	pagagoduˈɾew	S	aquele que espera; aquele que experimenta,							13/04/2026	
4027	pagarewu	pagaˈɾew	S	aquele que espera, o inútil, o postiço; o que atravessa							13/04/2026	
4028	pagodu	paˈgodːɯ	LEX	azedume, azedo							13/04/2026	
4029	pagodudo	pagodːudːʌ	VC	fazer azedar							13/04/2026	
4030	pagodudodu	pagodudːodːɯ	PPASS	azedado							13/04/2026	
4031	pagodugodu	pagoduˈgodːɯ	LEX	azedume incipiente, estar azedando							13/04/2026	
4032	pagodugodurewu	pagodugoduˈɾew	S	aquilo que começa a azedar							13/04/2026	
4033	pagodureboe	pagoduɾeboe	LEX	coisa azeda, coisa fermentada							13/04/2026	
4034	pagodurewu	pagoduˈɾew	S	o azedo	awu  jatugo pagodure = esse cajazinho e azedo.						13/04/2026	
4035	pagudae	pagudae	LEX	aquilo que causa medo							13/04/2026	
4036	pagududo	pagudːudːʌ	LEX	causar medo, amedrontar, aterrorizar							13/04/2026	
4037	pagudugo	pagudːɯgo	LEX	assustar, causar medo, aterrorizar, amedrontar							13/04/2026	
4038	pagudugodu	pagudːɯˈgodːɯ	LEX	começar a ter medo							13/04/2026	
4039	paguduia (bopaguduia, boe paguduia)	bopagudːɯia	LEX	algo que causa medo ou espanto							13/04/2026	
4040	paguduiarewu	pagudːɯiaˈɾew	LEX	o bonito, o agradável, o maravilhoso, o que causa espanto, o que causa medo							13/04/2026	
4041	pagudurewu	pagudːɯˈɾew	S	o medroso, o maravilhado, o espantado							13/04/2026	
4042	pai (pl. pae)	pai	LEX	bugio		Gênero: Alouatta	https://pt.wikipedia.org/wiki/Bugio	https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Mantled_howler_monkey_and_baby_%2881337%292.jpg/500px-Mantled_howler_monkey_and_baby_%2881337%292.jpg			13/04/2026	
